resale_price,lease_remain_years,bhk,floor,address_encoded_numeric
428888.0,65,4,5.0,20
430000.0,59,4,5.0,20
430000.0,61,4,5.0,20
430000.0,73,4,14.0,20
435000.0,62,4,11.0,20
436000.0,73,4,14.0,20
438000.0,73,4,11.0,20
440000.0,60,4,8.0,20
440000.0,60,4,5.0,20
448000.0,64,4,5.0,20
454000.0,61,4,11.0,20
455000.0,60,4,11.0,20
455000.0,64,4,2.0,20
455000.0,65,4,5.0,20
460000.0,64,4,5.0,20
469000.0,60,4,5.0,20
472000.0,65,4,11.0,20
475000.0,65,4,5.0,20
480000.0,64,4,11.0,20
490000.0,60,4,11.0,20
493000.0,60,4,11.0,20
500000.0,60,4,11.0,20
530000.0,60,4,8.0,20
454000.0,69,5,5.0,20
455000.0,62,5,5.0,20
458000.0,61,5,8.0,20
458000.0,64,5,2.0,20
465000.0,71,5,5.0,20
480000.0,71,5,2.0,20
480000.0,69,5,8.0,20
485000.0,61,5,5.0,20
486000.0,73,5,2.0,20
490000.0,69,5,11.0,20
495000.0,73,5,5.0,20
498000.0,65,5,11.0,20
500000.0,69,5,14.0,20
504000.0,73,5,5.0,20
506000.0,72,5,8.0,20
510000.0,64,5,2.0,20
515000.0,64,5,2.0,20
516000.0,61,5,8.0,20
518000.0,71,5,5.0,20
530000.0,73,5,14.0,20
532000.0,64,5,11.0,20
533000.0,73,5,5.0,20
535000.0,69,5,11.0,20
538000.0,72,5,5.0,20
540000.0,73,5,2.0,20
545000.0,71,5,2.0,20
550000.0,61,5,8.0,20
555000.0,64,5,11.0,20
558000.0,69,5,5.0,20
573000.0,64,5,11.0,20
610000.0,72,5,5.0,20
720000.0,84,5,14.0,20
745000.0,84,5,17.0,20
248000.0,44,2,2.0,20
250000.0,49,3,8.0,20
250000.0,47,3,2.0,20
263000.0,46,3,2.0,20
265000.0,46,3,2.0,20
268000.0,44,3,8.0,20
270000.0,46,3,11.0,20
275000.0,45,3,2.0,20
285000.0,58,3,11.0,20
288000.0,46,3,5.0,20
288888.0,46,3,8.0,20
290000.0,59,3,11.0,20
308999.0,46,3,11.0,20
310000.0,49,3,11.0,20
315000.0,47,3,14.0,20
316888.0,44,3,14.0,20
318000.0,48,3,5.0,20
319000.0,49,3,11.0,20
325000.0,46,3,8.0,20
325000.0,60,3,8.0,20
328000.0,43,3,11.0,20
330000.0,49,3,8.0,20
345000.0,48,3,17.0,20
385000.0,48,3,11.0,20
390000.0,60,3,2.0,20
393200.0,60,3,2.0,20
399000.0,46,3,5.0,20
408000.0,60,3,8.0,20
347000.0,52,4,11.0,20
390000.0,52,4,14.0,20
428000.0,49,4,5.0,20
455000.0,60,4,5.0,20
537000.0,74,4,2.0,20
550000.0,60,4,2.0,20
565000.0,73,4,2.0,20
575000.0,50,4,14.0,20
595000.0,75,4,5.0,20
615000.0,77,4,17.0,20
640400.0,77,4,5.0,20
700000.0,85,4,26.0,20
520000.0,54,5,14.0,20
580000.0,64,5,14.0,20
620000.0,69,5,5.0,20
640000.0,82,5,2.0,20
645000.0,74,5,5.0,20
675000.0,69,5,5.0,20
865000.0,82,5,29.0,20
250000.0,52,3,5.0,20
250000.0,61,3,5.0,20
250000.0,52,3,5.0,20
252000.0,57,3,5.0,20
258000.0,60,3,8.0,20
258000.0,61,3,2.0,20
260000.0,57,3,2.0,20
261000.0,62,3,5.0,20
268000.0,53,3,11.0,20
270000.0,50,3,8.0,20
280000.0,53,3,11.0,20
291500.0,66,3,2.0,20
298000.0,69,3,11.0,20
328000.0,66,3,11.0,20
300000.0,65,4,2.0,20
300000.0,75,4,5.0,20
313800.0,56,4,5.0,20
320000.0,53,4,2.0,20
320888.0,61,4,5.0,20
325000.0,69,4,5.0,20
326000.0,70,4,5.0,20
327000.0,56,4,11.0,20
328000.0,65,4,2.0,20
336000.0,76,4,2.0,20
338000.0,75,4,8.0,20
340000.0,74,4,2.0,20
340000.0,53,4,5.0,20
342000.0,73,4,2.0,20
343000.0,63,4,5.0,20
346000.0,65,4,2.0,20
347500.0,80,4,2.0,20
350000.0,73,4,2.0,20
350000.0,74,4,11.0,20
350000.0,75,4,2.0,20
350000.0,61,4,2.0,20
350000.0,72,4,8.0,20
353000.0,73,4,14.0,20
354000.0,66,4,2.0,20
355000.0,73,4,5.0,20
355000.0,63,4,8.0,20
356000.0,73,4,8.0,20
358000.0,73,4,5.0,20
358000.0,80,4,5.0,20
362000.0,73,4,8.0,20
365000.0,77,4,5.0,20
365000.0,69,4,8.0,20
365000.0,73,4,5.0,20
365000.0,72,4,2.0,20
366000.0,73,4,11.0,20
367000.0,72,4,8.0,20
368000.0,74,4,2.0,20
370000.0,71,4,5.0,20
370000.0,76,4,11.0,20
370000.0,73,4,2.0,20
370000.0,73,4,11.0,20
372000.0,75,4,5.0,20
378000.0,75,4,8.0,20
380000.0,73,4,8.0,20
400000.0,72,4,8.0,20
415000.0,76,4,11.0,20
360000.0,74,5,2.0,20
370000.0,72,5,11.0,20
380000.0,77,5,2.0,20
382000.0,54,5,2.0,20
388000.0,80,5,2.0,20
392000.0,64,5,5.0,20
392000.0,72,5,8.0,20
398000.0,71,5,2.0,20
400000.0,74,5,8.0,20
403000.0,74,5,11.0,20
405000.0,73,5,5.0,20
405000.0,65,5,11.0,20
408000.0,76,5,2.0,20
408000.0,79,5,2.0,20
410000.0,73,5,2.0,20
410000.0,80,5,5.0,20
415000.0,74,5,5.0,20
416000.0,73,5,5.0,20
420000.0,54,5,20.0,20
420000.0,74,5,5.0,20
420000.0,73,5,8.0,20
420888.0,80,5,14.0,20
425000.0,76,5,5.0,20
425000.0,74,5,8.0,20
425000.0,75,5,11.0,20
425000.0,73,5,11.0,20
427000.0,79,5,5.0,20
428000.0,69,5,5.0,20
430000.0,74,5,8.0,20
433000.0,73,5,5.0,20
434000.0,64,5,11.0,20
435000.0,72,5,11.0,20
438000.0,73,5,11.0,20
438000.0,72,5,11.0,20
440008.0,76,5,11.0,20
445000.0,74,5,8.0,20
450000.0,73,5,11.0,20
450000.0,76,5,11.0,20
460000.0,76,5,11.0,20
460000.0,69,5,8.0,20
465000.0,76,5,8.0,20
499000.0,75,5,5.0,20
255000.0,61,3,5.0,20
270000.0,60,3,5.0,20
271000.0,54,3,5.0,20
275000.0,62,3,11.0,20
275000.0,64,3,8.0,20
276000.0,61,3,8.0,20
280000.0,60,3,5.0,20
280000.0,64,3,11.0,20
285000.0,65,3,5.0,20
285000.0,63,3,2.0,20
285000.0,60,3,2.0,20
285888.0,62,3,5.0,20
286000.0,63,3,5.0,20
286000.0,61,3,5.0,20
287000.0,61,3,5.0,20
290000.0,61,3,5.0,20
292888.0,61,3,8.0,20
296000.0,61,3,5.0,20
300000.0,64,3,8.0,20
300000.0,60,3,5.0,20
300000.0,61,3,11.0,20
315000.0,64,3,8.0,20
316000.0,61,3,8.0,20
318000.0,61,3,8.0,20
320000.0,61,3,11.0,20
328000.0,61,3,8.0,20
330000.0,64,3,11.0,20
305000.0,64,4,5.0,20
306000.0,63,4,5.0,20
310000.0,61,4,5.0,20
310000.0,63,4,5.0,20
310000.0,63,4,8.0,20
313000.0,63,4,11.0,20
315000.0,63,4,2.0,20
315000.0,61,4,2.0,20
320000.0,63,4,2.0,20
325000.0,62,4,2.0,20
330000.0,63,4,11.0,20
330000.0,63,4,8.0,20
331000.0,61,4,11.0,20
333000.0,61,4,8.0,20
340000.0,64,4,5.0,20
342888.0,62,4,8.0,20
345000.0,61,4,5.0,20
350000.0,61,4,8.0,20
350000.0,60,4,8.0,20
355500.0,62,4,5.0,20
358000.0,61,4,2.0,20
360000.0,63,4,8.0,20
363000.0,58,4,8.0,0
365000.0,62,4,8.0,20
365000.0,61,4,2.0,20
365000.0,61,4,11.0,20
368000.0,77,4,11.0,20
370000.0,63,4,11.0,20
374000.0,61,4,5.0,20
375000.0,63,4,11.0,20
380000.0,61,4,11.0,20
391888.88,64,4,8.0,20
394000.0,64,4,5.0,20
395000.0,61,4,11.0,20
395000.0,62,4,8.0,20
398000.0,69,4,8.0,20
405000.0,61,4,11.0,20
408888.0,64,4,8.0,20
410000.0,64,4,5.0,20
420000.0,64,4,2.0,20
430000.0,64,4,11.0,20
455000.0,64,4,8.0,20
400000.0,64,5,2.0,20
427000.0,64,5,2.0,20
430000.0,63,5,2.0,20
433000.0,63,5,8.0,20
436888.0,77,5,2.0,20
440000.0,61,5,5.0,20
450000.0,63,5,8.0,20
455000.0,64,5,8.0,20
455000.0,58,5,8.0,20
458000.0,63,5,2.0,20
492000.0,63,5,2.0,20
495000.0,63,5,5.0,20
500000.0,77,5,14.0,20
555000.0,63,5,11.0,20
240000.0,54,2,5.0,20
240000.0,62,2,2.0,20
280000.0,60,3,2.0,20
280000.0,56,3,5.0,20
283000.0,53,3,2.0,20
287000.0,57,3,8.0,20
290000.0,55,3,8.0,20
290000.0,57,3,5.0,20
290888.0,56,3,5.0,20
292888.0,56,3,2.0,20
297000.0,61,3,8.0,20
298000.0,57,3,5.0,20
298000.0,56,3,11.0,20
299000.0,57,3,2.0,20
300000.0,54,3,8.0,20
300000.0,53,3,5.0,20
301000.0,56,3,8.0,20
302000.0,53,3,8.0,20
302888.0,57,3,11.0,20
305000.0,57,3,8.0,20
308888.0,57,3,2.0,20
310000.0,57,3,8.0,20
310000.0,57,3,11.0,20
312000.0,56,3,2.0,20
315888.0,54,3,5.0,20
316000.0,56,3,11.0,20
317000.0,57,3,5.0,20
318000.0,53,3,11.0,20
320000.0,55,3,8.0,20
320000.0,52,3,5.0,20
320000.0,56,3,2.0,20
325000.0,53,3,8.0,20
325000.0,55,3,11.0,20
325000.0,53,3,8.0,20
328000.0,53,3,11.0,20
330000.0,55,3,8.0,20
334000.0,56,3,11.0,20
335000.0,56,3,11.0,20
336800.0,55,3,5.0,20
337088.0,54,3,8.0,20
345000.0,55,3,8.0,20
348000.0,55,3,11.0,20
348000.0,55,3,8.0,20
348000.0,56,3,5.0,20
352000.0,54,3,5.0,20
356000.0,55,3,5.0,20
358000.0,55,3,5.0,20
362000.0,56,3,8.0,20
365000.0,56,3,2.0,20
375000.0,56,3,14.0,20
375888.0,53,3,11.0,20
380000.0,55,3,5.0,20
385000.0,57,3,8.0,20
397000.0,57,4,5.0,20
412000.0,54,4,8.0,20
415000.0,58,4,8.0,20
420000.0,57,4,8.0,20
423000.0,56,4,11.0,20
425000.0,57,4,2.0,20
425888.0,54,4,8.0,20
428000.0,55,4,11.0,20
430000.0,57,4,5.0,20
445000.0,53,4,5.0,20
455888.0,56,4,8.0,20
462000.0,54,4,5.0,20
463000.0,55,4,11.0,20
465000.0,58,4,11.0,20
470000.0,56,4,8.0,20
550000.0,79,4,14.0,20
550000.0,77,4,17.0,20
600000.0,54,4,11.0,20
518000.0,56,5,2.0,20
633888.0,57,5,20.0,20
648000.0,56,5,23.0,20
670000.0,55,5,11.0,20
680000.0,72,5,11.0,20
739339.0,82,5,20.0,20
818000.0,79,5,11.0,20
878000.0,88,5,11.0,20
246500.0,62,2,5.0,20
265000.0,56,3,2.0,20
265000.0,62,3,2.0,20
268000.0,54,3,2.0,20
275000.0,54,3,2.0,20
275000.0,55,3,2.0,20
277000.0,62,3,8.0,20
280000.0,48,3,11.0,20
280000.0,57,3,5.0,20
280888.0,55,3,5.0,20
281000.0,54,3,5.0,20
282000.0,55,3,2.0,20
287000.0,55,3,2.0,20
288800.0,55,3,8.0,20
289888.0,55,3,5.0,20
290000.0,54,3,5.0,20
290000.0,55,3,5.0,20
290000.0,61,3,5.0,20
292000.0,55,3,8.0,20
292000.0,54,3,5.0,20
293000.0,52,3,5.0,20
295000.0,55,3,5.0,20
295000.0,62,3,8.0,20
297370.0,54,3,2.0,20
298000.0,55,3,11.0,20
300000.0,56,3,5.0,20
300000.0,53,3,5.0,20
300000.0,55,3,5.0,20
300000.0,56,3,5.0,20
304888.0,53,3,11.0,20
305000.0,54,3,11.0,20
305000.0,57,3,8.0,20
305000.0,60,3,5.0,20
308000.0,57,3,8.0,20
308000.0,53,3,11.0,20
309000.0,55,3,14.0,20
310000.0,56,3,8.0,20
310000.0,50,3,5.0,20
312000.0,62,3,2.0,20
312000.0,52,3,14.0,20
315000.0,55,3,11.0,20
315000.0,56,3,11.0,20
315000.0,48,3,11.0,20
318000.0,56,3,5.0,20
320000.0,54,3,5.0,20
328000.0,54,3,2.0,20
328000.0,62,3,5.0,20
329888.0,53,3,11.0,20
330000.0,57,3,5.0,20
330000.0,53,3,11.0,20
332000.0,54,3,5.0,20
332000.0,60,3,5.0,20
340000.0,52,3,14.0,20
350000.0,54,3,5.0,20
350000.0,54,3,14.0,20
350000.0,61,3,5.0,20
351000.0,55,3,8.0,20
355000.0,55,3,11.0,20
368000.0,56,3,11.0,20
385000.0,55,3,8.0,20
385000.0,53,3,11.0,20
395000.0,55,3,2.0,20
478000.0,86,3,8.0,20
350000.0,62,4,8.0,20
352000.0,53,4,11.0,20
355000.0,53,4,14.0,20
355000.0,53,4,2.0,20
358000.0,56,4,17.0,20
364000.0,53,4,11.0,20
368888.0,61,4,8.0,20
376000.0,53,4,5.0,20
378000.0,53,4,11.0,20
380000.0,56,4,5.0,20
380000.0,55,4,2.0,20
380000.0,63,4,8.0,20
380000.0,60,4,2.0,20
385000.0,62,4,11.0,20
390000.0,55,4,2.0,20
390000.0,63,4,8.0,20
390000.0,52,4,2.0,20
395000.0,55,4,5.0,20
398000.0,53,4,8.0,20
400000.0,63,4,8.0,20
400000.0,63,4,8.0,20
405888.0,53,4,14.0,20
408000.0,54,4,5.0,20
410000.0,53,4,17.0,20
420000.0,63,4,5.0,20
422000.0,54,4,11.0,20
425000.0,54,4,8.0,20
425000.0,60,4,2.0,20
430000.0,61,4,11.0,20
430000.0,74,4,8.0,20
430000.0,54,4,11.0,20
432000.0,56,4,11.0,20
432100.0,76,4,2.0,20
435000.0,55,4,2.0,20
435000.0,63,4,8.0,20
438000.0,54,4,11.0,20
450000.0,60,4,11.0,20
455000.0,56,4,11.0,20
455000.0,72,4,11.0,20
460000.0,72,4,8.0,20
468000.0,56,4,11.0,20
480000.0,55,4,8.0,20
530000.0,81,4,2.0,20
540000.0,82,4,5.0,20
585000.0,81,4,17.0,20
625000.0,86,4,5.0,20
445888.0,58,5,2.0,20
460000.0,57,5,11.0,20
467000.0,58,5,11.0,20
480000.0,58,5,11.0,20
568000.0,54,5,23.0,20
578000.0,82,5,11.0,20
590000.0,76,5,17.0,20
605000.0,54,5,14.0,20
615000.0,76,5,14.0,20
620000.0,76,5,20.0,20
630000.0,69,5,14.0,20
638000.0,51,5,11.0,20
650000.0,54,5,26.0,20
650000.0,53,5,8.0,20
650000.0,53,5,14.0,20
700000.0,51,5,17.0,20
367000.0,64,3,2.0,20
390000.0,61,3,11.0,20
396000.0,61,3,8.0,20
420000.0,64,3,8.0,20
425000.0,64,3,8.0,20
436000.0,62,3,8.0,20
390000.0,50,4,5.0,20
445000.0,63,4,5.0,20
462000.0,63,4,8.0,20
465000.0,63,4,8.0,20
470000.0,61,4,8.0,20
470000.0,62,4,5.0,20
470000.0,66,4,2.0,20
480000.0,63,4,5.0,20
485000.0,63,4,5.0,20
493000.0,66,4,8.0,20
495000.0,66,4,11.0,20
520000.0,68,4,2.0,20
528000.0,68,4,2.0,20
538000.0,68,4,5.0,20
540000.0,61,4,5.0,20
545000.0,68,4,5.0,20
545000.0,68,4,5.0,20
565000.0,68,4,2.0,20
570000.0,68,4,5.0,20
585000.0,61,4,5.0,20
590000.0,61,4,11.0,20
630000.0,68,4,11.0,20
600000.0,66,5,2.0,20
610000.0,66,5,5.0,20
655000.0,64,5,2.0,20
660000.0,60,5,5.0,20
667000.0,65,5,17.0,20
690000.0,65,5,11.0,20
723000.0,60,5,14.0,20
746000.0,68,5,8.0,20
760000.0,64,5,17.0,20
768000.0,63,5,5.0,20
825000.0,63,5,14.0,20
255000.0,63,3,2.0,20
255000.0,64,3,5.0,20
262000.0,63,3,11.0,20
263500.0,63,3,2.0,20
265000.0,63,3,2.0,20
265000.0,63,3,8.0,20
265000.0,63,3,2.0,20
265000.0,63,3,2.0,20
265000.0,64,3,11.0,20
267500.0,64,3,2.0,20
270000.0,63,3,5.0,20
270000.0,63,3,2.0,20
270888.0,63,3,5.0,20
273000.0,63,3,2.0,20
273000.0,63,3,2.0,20
278000.0,61,3,2.0,20
281000.0,64,3,8.0,20
287500.0,64,3,5.0,20
288000.0,61,3,5.0,20
288000.0,61,3,5.0,20
290000.0,63,3,2.0,20
290000.0,64,3,2.0,20
295000.0,61,3,2.0,20
308000.0,60,3,8.0,20
310000.0,60,3,11.0,20
326000.0,60,3,11.0,20
335000.0,62,4,2.0,20
338800.0,61,4,2.0,20
340000.0,62,4,5.0,20
350000.0,63,4,11.0,20
350000.0,64,4,5.0,20
360000.0,62,4,11.0,20
375000.0,61,4,2.0,20
375888.0,60,4,2.0,20
376000.0,61,4,11.0,20
385000.0,61,4,11.0,20
385000.0,63,4,8.0,20
387000.0,74,4,2.0,20
393000.0,60,4,2.0,20
400500.0,64,4,2.0,20
406000.0,61,4,5.0,20
408000.0,61,4,5.0,20
408000.0,61,4,8.0,20
410000.0,60,4,2.0,20
415000.0,60,4,2.0,20
416000.0,61,4,8.0,20
420000.0,61,4,2.0,20
422000.0,63,4,8.0,20
423000.0,73,4,8.0,20
425000.0,74,4,14.0,20
445000.0,61,4,5.0,20
452000.0,74,4,11.0,20
463000.0,61,4,8.0,20
465000.0,61,4,5.0,20
479000.0,60,4,8.0,20
491000.0,61,4,11.0,20
500000.0,73,4,2.0,20
580000.0,79,4,20.0,20
420000.0,62,5,2.0,20
448888.0,61,5,2.0,20
457000.0,62,5,11.0,20
508000.0,73,5,2.0,20
528000.0,74,5,5.0,20
548000.0,71,5,11.0,20
550000.0,61,5,20.0,20
560000.0,71,5,8.0,20
580000.0,61,5,26.0,20
625000.0,61,5,23.0,20
630000.0,61,5,20.0,20
655000.0,61,5,20.0,20
201000.0,51,1,5.0,20
209000.0,51,1,2.0,20
236000.0,47,2,5.0,20
268000.0,52,2,5.0,20
270000.0,51,3,5.0,20
280000.0,46,3,2.0,20
288000.0,51,3,2.0,20
295000.0,59,3,8.0,20
300000.0,52,3,11.0,20
305000.0,51,3,8.0,20
315000.0,51,3,14.0,20
318000.0,52,3,5.0,20
327000.0,49,3,2.0,20
348000.0,51,3,11.0,20
362000.0,59,3,11.0,20
380000.0,60,3,8.0,20
380000.0,49,3,5.0,20
380000.0,46,3,2.0,20
385000.0,49,3,11.0,20
385000.0,51,3,5.0,20
405000.0,52,3,11.0,20
427000.0,78,3,2.0,20
428000.0,52,3,5.0,20
435000.0,58,3,14.0,20
485000.0,78,3,23.0,20
485000.0,78,3,11.0,20
510000.0,85,3,17.0,20
570000.0,89,3,20.0,20
608000.0,50,3,2.0,20
643000.0,49,3,2.0,20
650000.0,49,3,2.0,20
450000.0,51,4,5.0,20
460000.0,54,4,2.0,20
513000.0,61,4,2.0,20
540000.0,79,4,29.0,20
585000.0,73,4,17.0,20
588000.0,61,4,8.0,20
590000.0,73,4,5.0,20
625000.0,81,4,2.0,20
655000.0,81,4,5.0,20
670000.0,79,4,8.0,20
680000.0,84,4,8.0,20
732000.0,81,4,14.0,20
758000.0,89,4,14.0,20
830000.0,49,4,5.0,20
670000.0,62,5,8.0,20
685000.0,82,5,11.0,20
700000.0,52,5,17.0,20
718000.0,52,5,20.0,20
720000.0,52,5,20.0,20
750000.0,77,5,2.0,20
765000.0,73,5,8.0,20
790000.0,59,5,11.0,20
800000.0,78,5,8.0,20
820000.0,72,5,11.0,20
880000.0,81,5,20.0,20
900000.0,89,5,26.0,20
262000.0,64,3,2.0,20
280000.0,64,3,8.0,20
285000.0,64,3,5.0,20
285000.0,64,3,5.0,20
286000.0,64,3,8.0,20
289999.0,64,3,5.0,20
295000.0,64,3,8.0,20
309000.0,64,3,8.0,20
300000.0,63,4,8.0,20
308000.0,64,4,2.0,20
315000.0,65,4,11.0,20
320000.0,65,4,2.0,20
325000.0,78,4,2.0,20
328000.0,74,4,5.0,20
330000.0,64,4,2.0,20
330000.0,74,4,8.0,20
332000.0,65,4,5.0,20
333000.0,65,4,11.0,20
335000.0,73,4,5.0,20
335000.0,65,4,5.0,20
345000.0,64,4,8.0,20
345000.0,65,4,2.0,20
345000.0,73,4,5.0,20
348000.0,64,4,8.0,20
348888.0,64,4,5.0,20
350000.0,65,4,2.0,20
350000.0,74,4,5.0,20
350000.0,78,4,5.0,20
352000.0,64,4,11.0,20
355000.0,64,4,2.0,20
358000.0,78,4,8.0,20
360000.0,78,4,14.0,20
370000.0,74,4,11.0,20
371000.0,80,4,2.0,20
372000.0,64,4,11.0,20
375000.0,80,4,5.0,20
390000.0,75,4,11.0,20
390000.0,75,4,17.0,20
400000.0,75,4,17.0,20
400000.0,75,4,14.0,20
470000.0,74,4,8.0,20
485000.0,74,4,14.0,20
489000.0,79,4,11.0,20
390000.0,78,5,14.0,20
408888.0,65,5,8.0,20
430000.0,74,5,11.0,20
430000.0,80,5,5.0,20
432888.0,74,5,17.0,20
435000.0,63,5,8.0,20
443000.0,77,5,17.0,20
445000.0,78,5,5.0,20
455000.0,64,5,8.0,20
470000.0,80,5,14.0,20
473000.0,78,5,11.0,20
480000.0,75,5,8.0,20
480000.0,77,5,8.0,20
560000.0,77,5,5.0,20
565000.0,79,5,8.0,20
580000.0,64,5,17.0,20
634000.0,79,5,20.0,20
377000.0,65,3,5.0,20
510000.0,50,4,8.0,20
818000.0,64,5,14.0,20
838000.0,50,5,5.0,20
263000.0,47,2,5.0,20
390000.0,53,3,17.0,20
395000.0,61,3,5.0,20
472000.0,54,3,14.0,20
480000.0,51,3,20.0,20
460000.0,58,4,8.0,20
610000.0,61,4,20.0,20
793800.0,87,4,11.0,20
800000.0,87,4,8.0,20
842668.0,87,4,20.0,20
850000.0,87,4,8.0,20
865000.0,87,4,26.0,20
868000.0,87,4,17.0,20
275000.0,65,3,8.0,20
276500.0,60,3,8.0,20
298000.0,65,3,5.0,20
310000.0,69,4,5.0,20
317000.0,65,4,8.0,20
318000.0,66,4,2.0,20
320000.0,69,4,11.0,20
320000.0,78,4,2.0,20
320000.0,78,4,2.0,20
320000.0,54,4,2.0,20
325000.0,75,4,2.0,20
325000.0,75,4,14.0,20
325000.0,60,4,2.0,20
330000.0,75,4,8.0,20
330000.0,79,4,5.0,20
333888.0,66,4,2.0,20
335000.0,75,4,8.0,20
335000.0,79,4,17.0,20
337000.0,76,4,2.0,20
340000.0,75,4,11.0,20
340000.0,74,4,2.0,20
340000.0,71,4,5.0,20
345000.0,75,4,2.0,20
347000.0,78,4,8.0,20
350000.0,79,4,23.0,20
350000.0,69,4,8.0,20
350000.0,70,4,5.0,20
350000.0,74,4,5.0,20
353000.0,69,4,5.0,20
353000.0,79,4,11.0,20
355000.0,76,4,8.0,20
355000.0,71,4,5.0,20
360000.0,66,4,8.0,20
360000.0,66,4,8.0,20
363000.0,66,4,2.0,20
363000.0,72,4,2.0,20
365000.0,71,4,11.0,20
366888.0,75,4,8.0,20
368000.0,72,4,5.0,20
368888.0,68,4,8.0,20
372000.0,66,4,8.0,20
375000.0,69,4,17.0,20
380000.0,69,4,8.0,20
388000.0,72,4,8.0,20
395000.0,69,4,11.0,20
405000.0,73,4,11.0,20
418000.0,65,4,11.0,20
430000.0,74,4,5.0,20
350000.0,75,5,5.0,20
350000.0,78,5,2.0,20
355000.0,68,5,2.0,20
388000.0,79,5,2.0,20
390000.0,75,5,14.0,20
393000.0,75,5,8.0,20
395000.0,78,5,5.0,20
398000.0,71,5,5.0,20
400000.0,78,5,11.0,20
402000.0,79,5,20.0,20
403000.0,75,5,14.0,20
405000.0,76,5,11.0,20
406000.0,79,5,14.0,20
408000.0,78,5,5.0,20
408000.0,79,5,5.0,20
409000.0,55,5,11.0,20
409888.0,65,5,2.0,20
410000.0,79,5,20.0,20
418000.0,60,5,5.0,20
418888.0,79,5,17.0,20
420000.0,75,5,5.0,20
420000.0,78,5,8.0,20
420000.0,71,5,8.0,20
436000.0,69,5,5.0,20
455000.0,74,5,17.0,20
460000.0,75,5,8.0,20
490000.0,69,5,14.0,20
520000.0,74,5,8.0,20
287000.0,56,3,5.0,20
287888.0,56,3,2.0,20
288000.0,56,3,5.0,20
295000.0,56,3,8.0,20
298000.0,56,3,5.0,20
300000.0,56,3,14.0,20
305000.0,56,3,11.0,20
305000.0,56,3,8.0,20
308000.0,55,3,2.0,20
309000.0,54,3,14.0,20
310000.0,56,3,11.0,20
320000.0,59,3,5.0,20
329999.0,55,3,5.0,20
330000.0,55,3,5.0,20
332000.0,59,3,8.0,20
340000.0,55,3,5.0,20
345000.0,54,3,5.0,20
347000.0,54,3,5.0,20
348000.0,54,3,11.0,20
350000.0,55,3,5.0,20
358000.0,60,3,8.0,20
360000.0,54,3,8.0,20
388000.0,54,3,11.0,20
410000.0,56,3,2.0,20
428000.0,54,3,5.0,20
405000.0,54,4,5.0,20
420000.0,56,4,2.0,20
439000.0,55,4,5.0,20
445000.0,56,4,11.0,20
450000.0,54,4,2.0,20
450888.0,55,4,2.0,20
520000.0,57,4,8.0,20
530000.0,57,4,8.0,20
535000.0,54,4,11.0,20
535000.0,55,4,14.0,20
560000.0,60,4,14.0,20
580000.0,54,4,8.0,20
615000.0,60,4,2.0,20
615000.0,60,4,11.0,20
645000.0,60,4,11.0,20
720000.0,82,4,23.0,20
595000.0,55,5,20.0,20
610000.0,55,5,20.0,20
710000.0,54,5,17.0,20
718000.0,54,5,5.0,20
200000.0,45,2,11.0,20
235000.0,43,2,2.0,20
270000.0,44,2,11.0,20
241000.0,45,3,5.0,20
245000.0,43,3,5.0,20
246000.0,45,3,5.0,20
250000.0,43,3,5.0,20
255000.0,48,3,2.0,20
258000.0,45,3,5.0,20
258000.0,45,3,2.0,20
265000.0,43,3,5.0,20
267000.0,45,3,2.0,20
268888.0,46,3,8.0,20
273000.0,43,3,2.0,20
275000.0,57,3,5.0,20
276000.0,44,3,5.0,20
282000.0,61,3,2.0,20
285000.0,53,3,2.0,20
288000.0,53,3,2.0,20
290000.0,58,3,5.0,20
307500.0,61,3,8.0,20
320000.0,54,3,11.0,20
320000.0,52,3,5.0,20
323000.0,57,3,2.0,20
330000.0,54,3,8.0,20
340000.0,51,3,11.0,20
340000.0,53,3,8.0,20
350000.0,56,3,8.0,20
350000.0,52,3,11.0,20
392000.0,59,3,8.0,20
420000.0,83,3,5.0,20
370000.0,62,4,14.0,20
371000.0,61,4,2.0,20
380000.0,61,4,11.0,20
400000.0,64,4,5.0,20
545000.0,87,4,2.0,20
565000.0,81,4,2.0,20
590000.0,87,4,2.0,20
595000.0,87,4,8.0,20
600000.0,76,4,5.0,20
630000.0,87,4,14.0,20
635000.0,83,4,17.0,20
650000.0,87,4,11.0,20
675000.0,87,4,20.0,20
680000.0,82,4,17.0,20
570000.0,55,5,5.0,20
730000.0,60,5,2.0,20
260000.0,54,3,2.0,20
275000.0,58,3,2.0,20
275000.0,60,3,5.0,20
280000.0,59,3,2.0,20
280000.0,60,3,11.0,20
280000.0,61,3,2.0,20
280000.0,59,3,5.0,20
281888.0,59,3,5.0,20
283000.0,61,3,8.0,20
286000.0,63,3,5.0,20
289000.0,60,3,2.0,20
290000.0,60,3,5.0,20
298000.0,62,3,2.0,20
300000.0,63,3,2.0,20
302000.0,62,3,8.0,20
305000.0,58,3,11.0,20
305500.0,64,3,5.0,20
305880.0,63,3,5.0,20
310000.0,61,3,11.0,20
313000.0,63,3,5.0,20
315000.0,61,3,8.0,20
338000.0,57,3,5.0,20
338000.0,63,3,5.0,20
345000.0,58,3,11.0,20
346888.0,63,3,8.0,20
355000.0,59,3,5.0,20
356000.0,62,3,5.0,20
396000.0,61,3,2.0,20
